"Zone","DateTime","Temperature","Humidity","Wind.Speed","general.diffuse.flows","diffuse.flows","Date","Month","Weekday","Hour","DayOfWeek","Power","Outlier"
"Zone.3..Power.Consumption",2020-07-10 17:22:10,29.11,26.48,4.916,0.088,0.122,2020-07-10,"Jul","Fri",17,"Fri",37433.9749,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:21:20,25.4,38.71,4.909,0.088,0.104,2020-08-12,"Aug","Wed",17,"Wed",37443.0094,TRUE
"Zone.3..Power.Consumption",2020-07-22 17:23:30,27.33,30.74,4.91,0.099,0.111,2020-07-22,"Jul","Wed",17,"Wed",37446.0251,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:20:50,22.23,50.82,4.906,0.091,0.096,2020-08-13,"Aug","Thu",17,"Thu",37449.02821,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:20:00,24.15,44.29,4.906,7.2,6.106,2020-08-14,"Aug","Fri",17,"Fri",37479.12226,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:20:40,22.4,50.82,4.906,0.084,0.126,2020-08-13,"Aug","Thu",17,"Thu",37491.15987,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:21:20,29.71,30.24,4.909,0.099,0.074,2020-08-10,"Aug","Mon",17,"Mon",37503.19749,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:21:10,25.15,78.7,4.904,0.11,0.07,2020-07-08,"Jul","Wed",17,"Wed",37536.40167,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:21:50,28,44.75,4.91,0.099,0.074,2020-07-28,"Jul","Tue",17,"Tue",37536.40167,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:19:10,36.49,20.61,4.908,149.3,153.7,2020-07-26,"Jul","Sun",17,"Sun",37548.45188,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:21:20,23.49,60.19,4.911,0.077,0.111,2020-08-15,"Aug","Sat",17,"Sat",37551.34796,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:19:50,25.71,83.5,4.925,7.2,5.879,2020-08-20,"Aug","Thu",17,"Thu",37551.34796,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:22:00,26.96,84.1,4.905,0.073,0.17,2020-08-07,"Aug","Fri",17,"Fri",37557.36677,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:19:20,25.89,82.5,4.921,15.65,12.56,2020-08-20,"Aug","Thu",17,"Thu",37557.36677,TRUE
"Zone.3..Power.Consumption",2020-07-31 17:19:20,27.14,56.89,4.903,107.9,112.2,2020-07-31,"Jul","Fri",17,"Fri",37566.5272,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:21:20,25.2,87.3,4.923,0.08,0.122,2020-08-19,"Aug","Wed",17,"Wed",37569.40439,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:19:10,28.51,48.15,4.908,150.1,159.5,2020-07-25,"Jul","Sat",17,"Sat",37578.57741,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:21:30,26.56,81.9,4.904,0.088,0.096,2020-08-01,"Aug","Sat",17,"Sat",37581.44201,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:19:30,26.36,77.9,4.902,59.86,45.76,2020-08-04,"Aug","Tue",17,"Tue",37587.46082,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:22:10,24.72,69.36,4.909,0.084,0.115,2020-07-11,"Jul","Sat",17,"Sat",37590.62762,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:20:20,22.61,51.02,4.904,2.124,1.634,2020-08-13,"Aug","Thu",17,"Thu",37605.51724,TRUE
"Zone.3..Power.Consumption",2020-07-23 17:23:30,24.67,58.02,4.905,0.102,0.137,2020-07-23,"Jul","Thu",17,"Thu",37608.70293,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:19:20,32.53,27.61,4.904,50.11,39.85,2020-08-10,"Aug","Mon",17,"Mon",37611.53605,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:20:50,28.77,54.62,4.908,0.099,0.085,2020-08-03,"Aug","Mon",17,"Mon",37617.55486,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:21:00,28.16,56.52,4.903,0.088,0.107,2020-08-03,"Aug","Mon",17,"Mon",37617.55486,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:19:30,24.86,39.62,4.907,61.85,69.1,2020-08-14,"Aug","Fri",17,"Fri",37623.57367,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:20:20,31.01,19.21,4.908,0.523,0.411,2020-08-11,"Aug","Tue",17,"Tue",37629.59248,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:22:20,24.61,82.8,4.909,0.084,0.133,2020-07-12,"Jul","Sun",17,"Sun",37632.80335,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:19:30,23.64,46.32,4.903,75.6,86.4,2020-08-13,"Aug","Thu",17,"Thu",37635.61129,TRUE
"Zone.3..Power.Consumption",2020-07-24 17:23:50,24.38,47.65,4.911,0.11,0.085,2020-07-24,"Jul","Fri",17,"Fri",37656.90377,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:21:00,26.04,80.5,4.902,0.059,0.126,2020-08-04,"Aug","Tue",17,"Tue",37659.68652,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:21:30,25.94,84.9,4.908,0.102,0.148,2020-08-05,"Aug","Wed",17,"Wed",37665.70533,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:21:20,23.3,60.98,0.072,0.091,0.115,2020-08-16,"Aug","Sun",17,"Sun",37683.76176,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:21:20,28.62,74.7,4.906,0.091,0.115,2020-08-06,"Aug","Thu",17,"Thu",37701.81818,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:21:10,29.81,29.74,4.906,0.066,0.137,2020-08-10,"Aug","Mon",17,"Mon",37701.81818,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:21:00,24.55,60.55,0.072,0.069,0.096,2020-08-17,"Aug","Mon",17,"Mon",37701.81818,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:21:20,26.61,81.5,4.909,0.066,0.089,2020-08-01,"Aug","Sat",17,"Sat",37707.83699,TRUE
"Zone.3..Power.Consumption",2020-07-27 17:23:40,25.48,79.8,4.907,0.088,0.096,2020-07-27,"Jul","Mon",17,"Mon",37717.15481,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:19:30,25.83,82.9,4.926,15.8,12.59,2020-08-20,"Aug","Thu",17,"Thu",37719.87461,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:21:00,25.05,79,4.903,0.168,0.163,2020-07-08,"Jul","Wed",17,"Wed",37735.23013,TRUE
"Zone.3..Power.Consumption",2020-07-20 17:23:00,26.65,55.52,0.078,0.091,0.133,2020-07-20,"Jul","Mon",17,"Mon",37741.25523,TRUE
"Zone.3..Power.Consumption",2020-07-16 17:22:50,25.84,85.1,4.922,0.059,0.126,2020-07-16,"Jul","Thu",17,"Thu",37765.35565,TRUE
"Zone.3..Power.Consumption",2020-07-21 17:22:50,30.5,25.11,4.914,0.106,0.104,2020-07-21,"Jul","Tue",17,"Tue",37771.38075,TRUE
"Zone.3..Power.Consumption",2020-07-31 17:22:00,25.44,70.1,4.903,0.102,0.07,2020-07-31,"Jul","Fri",17,"Fri",37771.38075,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:20:10,31.27,18.04,4.906,1.751,1.445,2020-08-11,"Aug","Tue",17,"Tue",37774.04389,TRUE
"Zone.3..Power.Consumption",2020-07-19 17:23:00,25.49,59.65,4.915,0.102,0.137,2020-07-19,"Jul","Sun",17,"Sun",37777.40586,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:19:40,25.77,83.3,4.92,13.52,11.44,2020-08-20,"Aug","Thu",17,"Thu",37792.10031,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:22:00,29.17,25.71,4.916,0.091,0.082,2020-07-10,"Jul","Fri",17,"Fri",37795.48117,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:19:40,30.13,45.62,4.904,47.63,44.19,2020-08-03,"Aug","Mon",17,"Mon",37798.11912,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:20:50,30.26,29.31,4.91,0.077,0.085,2020-08-10,"Aug","Mon",17,"Mon",37798.11912,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:21:10,26.63,81.3,4.905,0.044,0.133,2020-08-01,"Aug","Sat",17,"Sat",37804.13793,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:21:30,26.91,83.6,4.907,0.091,0.089,2020-08-08,"Aug","Sat",17,"Sat",37810.15674,TRUE
"Zone.3..Power.Consumption",2020-07-18 17:19:20,32.73,27.78,4.924,134.6,143.2,2020-07-18,"Jul","Sat",17,"Sat",37813.55649,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:20:00,31.64,17.07,4.905,4.587,3.696,2020-08-11,"Aug","Tue",17,"Tue",37816.17555,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:19:20,30.02,65.29,4.904,49.28,44.62,2020-08-09,"Aug","Sun",17,"Sun",37822.19436,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:21:10,28.28,76.4,4.905,0.102,0.085,2020-08-06,"Aug","Thu",17,"Thu",37828.21317,TRUE
"Zone.3..Power.Consumption",2020-07-15 17:23:00,26.28,81.9,4.909,0.059,0.133,2020-07-15,"Jul","Wed",17,"Wed",37831.6318,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:19:10,26.76,58.88,0.067,90.2,100.6,2020-08-18,"Aug","Tue",17,"Tue",37834.23197,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:21:50,26.25,46.76,4.917,0.073,0.104,2020-07-09,"Jul","Thu",17,"Thu",37837.6569,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:19:50,26.59,68.59,4.906,55.63,52.25,2020-07-08,"Jul","Wed",17,"Wed",37849.70711,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:21:40,28.14,44.61,4.91,0.084,0.074,2020-07-28,"Jul","Tue",17,"Tue",37867.78243,TRUE
"Zone.3..Power.Consumption",2020-07-18 17:23:00,27.08,40.81,4.912,0.084,0.159,2020-07-18,"Jul","Sat",17,"Sat",37873.80753,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:20:50,25.14,79.1,4.904,0.717,0.559,2020-07-08,"Jul","Wed",17,"Wed",37879.83264,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:22:30,25,84.9,4.908,0.073,0.137,2020-07-13,"Jul","Mon",17,"Mon",37897.90795,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:21:10,25.53,38.18,4.906,0.099,0.085,2020-08-12,"Aug","Wed",17,"Wed",37900.43887,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:19:50,24.36,42.86,4.903,26.26,28.88,2020-08-14,"Aug","Fri",17,"Fri",37918.4953,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:21:50,26.99,83.7,4.909,0.095,0.126,2020-08-07,"Aug","Fri",17,"Fri",37924.51411,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:21:00,29.99,29.74,4.903,0.124,0.096,2020-08-10,"Aug","Mon",17,"Mon",37930.53292,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:19:40,24.62,41.89,4.905,44.99,52.03,2020-08-14,"Aug","Fri",17,"Fri",37930.53292,TRUE
"Zone.3..Power.Consumption",2020-07-22 17:23:20,26.71,32.98,4.909,0.11,0.133,2020-07-22,"Jul","Wed",17,"Wed",37934.05858,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:23:30,23.1,73.8,4.908,0.084,0.141,2020-07-25,"Jul","Sat",17,"Sat",37934.05858,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:21:10,23.73,59.55,4.908,0.106,0.093,2020-08-15,"Aug","Sat",17,"Sat",37936.55172,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:20:50,24.94,59.12,0.072,0.084,0.074,2020-08-17,"Aug","Mon",17,"Mon",37942.57053,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:19:10,25.88,54.72,4.907,100.8,115.9,2020-08-16,"Aug","Sun",17,"Sun",37948.58934,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:23:20,28.15,44.91,4.908,0.099,0.126,2020-07-26,"Jul","Sun",17,"Sun",37952.13389,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:20:40,29.05,50.88,4.907,0.241,0.167,2020-08-03,"Aug","Mon",17,"Mon",37960.62696,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:20:50,26.11,79.6,4.91,0.073,0.13,2020-08-04,"Aug","Tue",17,"Tue",37966.64577,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:20:10,22.81,50.28,4.902,4.325,3.586,2020-08-13,"Aug","Thu",17,"Thu",38008.77743,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:19:10,25.71,83.6,4.921,86.1,66.49,2020-08-19,"Aug","Wed",17,"Wed",38008.77743,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:21:00,26.71,81.1,4.904,0.084,0.089,2020-08-01,"Aug","Sat",17,"Sat",38014.79624,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:22:10,25.22,83.8,4.906,0.091,0.13,2020-07-13,"Jul","Mon",17,"Mon",38030.46025,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:22:10,24.93,82.1,4.909,0.08,0.122,2020-07-12,"Jul","Sun",17,"Sun",38042.51046,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:21:10,24.91,72.7,0.066,0.095,0.115,2020-08-18,"Aug","Tue",17,"Tue",38068.96552,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:21:40,26.48,44.69,4.916,0.095,0.078,2020-07-09,"Jul","Thu",17,"Thu",38084.68619,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:19:40,23.46,46.78,4.903,53.43,61.6,2020-08-13,"Aug","Thu",17,"Thu",38087.02194,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:21:00,23.95,58.59,4.907,0.121,0.067,2020-08-15,"Aug","Sat",17,"Sat",38105.07837,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:21:50,29.5,25.34,4.914,0.088,0.104,2020-07-10,"Jul","Fri",17,"Fri",38108.78661,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:22:00,25.38,81.5,4.903,0.069,0.137,2020-07-12,"Jul","Sun",17,"Sun",38108.78661,TRUE
"Zone.3..Power.Consumption",2020-07-17 17:22:50,27.18,45.15,4.924,0.128,0.07,2020-07-17,"Jul","Fri",17,"Fri",38108.78661,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:20:40,25.34,78.1,4.907,2.293,1.823,2020-07-08,"Jul","Wed",17,"Wed",38120.83682,TRUE
"Zone.3..Power.Consumption",2020-07-23 17:23:20,24.8,57.72,4.906,0.077,0.119,2020-07-23,"Jul","Thu",17,"Thu",38120.83682,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:22:40,25.45,80,4.915,0.059,0.115,2020-07-14,"Jul","Tue",17,"Tue",38132.88703,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:19:40,32.49,15.54,4.905,23.99,19.69,2020-08-11,"Aug","Tue",17,"Tue",38135.17241,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:19:50,32.07,16.91,4.904,10.3,8.22,2020-08-11,"Aug","Tue",17,"Tue",38135.17241,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:20:00,23.03,49.22,4.902,8.84,7.66,2020-08-13,"Aug","Thu",17,"Thu",38141.19122,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:21:10,25.29,86.8,4.92,0.088,0.111,2020-08-19,"Aug","Wed",17,"Wed",38153.22884,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:19:50,29.91,45.82,4.903,31.61,28.41,2020-08-03,"Aug","Mon",17,"Mon",38159.24765,TRUE
"Zone.3..Power.Consumption",2020-07-27 17:23:30,25.52,79.7,4.903,0.11,0.093,2020-07-27,"Jul","Mon",17,"Mon",38163.01255,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:21:10,23.48,60.15,0.074,0.066,0.133,2020-08-16,"Aug","Sun",17,"Sun",38165.26646,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:22:00,23.63,63.82,4.905,0.077,0.122,2020-07-30,"Jul","Thu",17,"Thu",38175.06276,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:20:40,30.48,29.94,4.907,0.062,0.074,2020-08-10,"Aug","Mon",17,"Mon",38177.30408,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:20:40,26.21,78.9,4.907,0.11,0.144,2020-08-04,"Aug","Tue",17,"Tue",38183.32288,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:20:50,26.67,81.2,4.906,0.095,0.089,2020-08-01,"Aug","Sat",17,"Sat",38195.3605,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:22:00,25.42,69.06,4.911,0.139,0.059,2020-07-11,"Jul","Sat",17,"Sat",38199.16318,TRUE
"Zone.3..Power.Consumption",2020-07-27 17:19:10,28.19,61.82,4.908,147.3,135.4,2020-07-27,"Jul","Mon",17,"Mon",38199.16318,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:19:40,27.48,77.5,4.904,48.37,41.16,2020-08-01,"Aug","Sat",17,"Sat",38219.43574,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:19:40,27.62,58.46,4.91,84,86.4,2020-07-11,"Jul","Sat",17,"Sat",38223.2636,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:21:00,27.89,77,4.9,0.135,0.081,2020-08-06,"Aug","Thu",17,"Thu",38225.45455,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:21:30,28.26,43.91,4.911,0.113,0.067,2020-07-28,"Jul","Tue",17,"Tue",38229.2887,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:22:20,25.1,84.4,4.91,0.091,0.115,2020-07-13,"Jul","Mon",17,"Mon",38235.31381,TRUE
"Zone.3..Power.Consumption",2020-07-31 17:21:50,25.35,71.8,4.906,0.113,0.078,2020-07-31,"Jul","Fri",17,"Fri",38235.31381,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:21:40,27.04,83.3,4.907,0.102,0.107,2020-08-07,"Aug","Fri",17,"Fri",38243.51097,TRUE
"Zone.3..Power.Consumption",2020-07-29 17:22:00,25.4,60.09,4.907,0.091,0.096,2020-07-29,"Jul","Wed",17,"Wed",38265.43933,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:19:20,27.71,73.6,4.904,87.1,74,2020-08-07,"Aug","Fri",17,"Fri",38285.64263,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:20:30,30.69,29.98,4.907,0.113,0.133,2020-08-10,"Aug","Mon",17,"Mon",38285.64263,TRUE
"Zone.3..Power.Consumption",2020-07-15 17:22:50,26.28,82.1,4.915,0.051,0.137,2020-07-15,"Jul","Wed",17,"Wed",38289.53975,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:20:30,29.16,50.12,4.905,1.024,0.926,2020-08-03,"Aug","Mon",17,"Mon",38297.68025,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:19:40,26.45,77.8,4.902,37.69,30.34,2020-08-04,"Aug","Tue",17,"Tue",38321.75549,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:20:30,26.37,77.8,4.904,0.57,0.485,2020-08-04,"Aug","Tue",17,"Tue",38351.84953,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:21:20,25.93,85,4.91,0.08,0.115,2020-08-05,"Aug","Wed",17,"Wed",38357.86834,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:19:50,23.31,47.58,4.903,30.33,34.47,2020-08-13,"Aug","Thu",17,"Thu",38363.88715,TRUE
"Zone.3..Power.Consumption",2020-07-16 17:22:40,25.86,85.4,4.919,0.095,0.163,2020-07-16,"Jul","Thu",17,"Thu",38367.86611,TRUE
"Zone.3..Power.Consumption",2020-07-21 17:22:40,30.37,25.51,4.911,0.113,0.115,2020-07-21,"Jul","Tue",17,"Tue",38367.86611,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:21:30,26.82,42.59,4.911,0.121,0.096,2020-07-09,"Jul","Thu",17,"Thu",38379.91632,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:20:00,29.66,46.88,4.905,18.37,16.07,2020-08-03,"Aug","Mon",17,"Mon",38381.94357,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:21:50,25.53,81,4.909,0.062,0.204,2020-07-12,"Jul","Sun",17,"Sun",38391.96653,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:21:00,25.91,36.48,4.904,0.099,0.063,2020-08-12,"Aug","Wed",17,"Wed",38393.98119,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:20:40,25.06,58.75,0.074,0.091,0.119,2020-08-17,"Aug","Mon",17,"Mon",38400,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:21:20,26.94,83.3,4.909,0.08,0.133,2020-08-08,"Aug","Sat",17,"Sat",38412.03762,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:20:40,26.64,81.5,4.906,0.227,0.163,2020-08-01,"Aug","Sat",17,"Sat",38436.11285,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:20:00,26.48,69.6,4.902,38.03,34.44,2020-07-08,"Jul","Wed",17,"Wed",38446.19247,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:21:30,27.07,82.9,4.907,0.066,0.107,2020-08-07,"Aug","Fri",17,"Fri",38448.15047,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:21:20,28.33,44.01,4.909,0.091,0.089,2020-07-28,"Jul","Tue",17,"Tue",38458.24268,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:20:30,25.75,75.9,4.905,5.927,4.846,2020-07-08,"Jul","Wed",17,"Wed",38464.26778,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:21:20,27.16,40.99,4.914,0.084,0.1,2020-07-09,"Jul","Thu",17,"Thu",38470.29289,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:21:00,23.67,59.94,0.069,0.091,0.085,2020-08-16,"Aug","Sun",17,"Sun",38472.22571,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:19:20,27.52,81.3,4.903,37.49,31.92,2020-08-08,"Aug","Sat",17,"Sat",38484.26332,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:22:00,25.27,83.5,4.909,0.077,0.148,2020-07-13,"Jul","Mon",17,"Mon",38494.39331,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:20:20,29.27,49.52,4.906,3.397,2.794,2020-08-03,"Aug","Mon",17,"Mon",38496.30094,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:22:30,25.5,79.7,4.914,0.084,0.152,2020-07-14,"Jul","Tue",17,"Tue",38500.41841,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:20:50,27.96,77.6,4.906,0.117,0.085,2020-08-06,"Aug","Thu",17,"Thu",38508.33856,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:20:50,24.13,57.45,4.911,0.099,0.078,2020-08-15,"Aug","Sat",17,"Sat",38508.33856,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:21:40,30.06,24.01,4.914,0.084,0.078,2020-07-10,"Jul","Fri",17,"Fri",38512.46862,TRUE
"Zone.3..Power.Consumption",2020-07-20 17:22:50,26.75,55.29,0.085,0.099,0.085,2020-07-20,"Jul","Mon",17,"Mon",38542.59414,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:20:10,29.39,48.08,4.903,8.88,7.61,2020-08-03,"Aug","Mon",17,"Mon",38544.45141,TRUE
"Zone.3..Power.Consumption",2020-07-19 17:22:50,25.81,58.99,4.936,0.117,0.107,2020-07-19,"Jul","Sun",17,"Sun",38566.69456,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:20:10,26.37,71.2,4.903,23.35,20.27,2020-07-08,"Jul","Wed",17,"Wed",38584.76987,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:21:20,27.1,82.5,4.909,0.095,0.152,2020-08-07,"Aug","Fri",17,"Fri",38586.58307,TRUE
"Zone.3..Power.Consumption",2020-07-22 17:23:10,26.46,34.21,4.908,0.073,0.126,2020-07-22,"Jul","Wed",17,"Wed",38590.79498,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:21:50,23.66,63.86,4.911,0.091,0.082,2020-07-30,"Jul","Thu",17,"Thu",38590.79498,TRUE
"Zone.3..Power.Consumption",2020-07-17 17:22:40,27.32,44.72,4.923,0.121,0.093,2020-07-17,"Jul","Fri",17,"Fri",38596.82008,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:22:20,25.48,79.6,4.915,0.099,0.148,2020-07-14,"Jul","Tue",17,"Tue",38620.9205,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:19:30,27.75,79.1,4.903,46.41,37.84,2020-08-06,"Aug","Thu",17,"Thu",38628.71473,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:23:10,28.32,44.81,4.908,0.095,0.111,2020-07-26,"Jul","Sun",17,"Sun",38632.97071,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:21:30,30.65,22.84,4.915,0.095,0.1,2020-07-10,"Jul","Fri",17,"Fri",38645.02092,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:21:50,26.02,68.13,4.914,0.091,0.096,2020-07-11,"Jul","Sat",17,"Sat",38651.04603,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:20:30,26.65,81.6,4.905,1.005,0.837,2020-08-01,"Aug","Sat",17,"Sat",38652.78997,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:21:00,25.1,69.95,0.067,0.099,0.067,2020-08-18,"Aug","Tue",17,"Tue",38682.88401,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:20:20,26.31,77.6,4.904,2.998,2.375,2020-08-04,"Aug","Tue",17,"Tue",38688.90282,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:20:20,30.99,30.28,4.905,0.49,0.393,2020-08-10,"Aug","Mon",17,"Mon",38688.90282,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:20:50,26.33,31.48,4.909,0.077,0.093,2020-08-12,"Aug","Wed",17,"Wed",38688.90282,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:21:40,25.64,80.3,4.908,0.077,0.144,2020-07-12,"Jul","Sun",17,"Sun",38699.24686,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:21:10,28.47,43.91,4.907,0.077,0.148,2020-07-28,"Jul","Tue",17,"Tue",38699.24686,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:20:20,26.07,73.5,4.905,12.53,10.53,2020-07-08,"Jul","Wed",17,"Wed",38717.32218,TRUE
"Zone.3..Power.Consumption",2020-07-24 17:19:30,29.94,35.98,4.91,104.9,116.3,2020-07-24,"Jul","Fri",17,"Fri",38723.34728,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:20:10,26.29,77.9,4.906,6.278,4.983,2020-08-04,"Aug","Tue",17,"Tue",38731.03448,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:21:10,25.92,84.7,4.909,0.066,0.115,2020-08-05,"Aug","Wed",17,"Wed",38731.03448,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:19:50,27.23,78.6,4.904,31.87,26.93,2020-08-01,"Aug","Sat",17,"Sat",38737.05329,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:19:40,28.22,61.1,4.908,83.9,85.9,2020-07-12,"Jul","Sun",17,"Sun",38741.42259,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:19:50,26.43,77.5,4.904,22.78,18.57,2020-08-04,"Aug","Tue",17,"Tue",38743.0721,TRUE
